15.28249236651242,58.36878050373011,0 15.28332278941962,58.36898488294518,0 15.28426327390674,58.36921378755167,0
15.28523239020481,58.36945970056949,0 15.285874682279,58.36963220057023,0 15.2864786436672,58.36979465603202,0
15.28703959024787,58.36998641876193,0 15.28732205663471,58.37018938857649,0 15.28746330400191,58.3703841344503,0
15.28749994265716,58.37056242689425,0 15.28746858308998,58.37072700711677,0 15.28736922137672,58.37085318808893,0
15.28720185921117,58.371009622869,0 15.28696650342539,58.37115226484747,0 15.28664833416578,58.37127887856328,0
15.28631842434363,58.37139143849988,0 15.28590469036274,58.37151377755846,0 15.28558584120099,58.37160994880225,0
15.28520974304145,58.3717274800461,0 15.28504361447091,58.37185225704771,0 15.2849713862592,58.37197439322974,0
15.28497722922845,58.37212690475042,0 15.28509201573247,58.37228522789149,0 15.2852534031194,58.37241372674055,0
15.28545111278902,58.37250991110206,0 15.28573243186283,58.37256879720965,0 15.28610360349277,58.37257866366571,0
15.28654443917085,58.37251740351539,0 15.28699431109766,58.37238760575143,0 15.28744927663976,58.37225896122294,0 
15.28775793007157,58.37215104974401,0 15.2880091051895,58.37202476451201,0 15.28825080807218,58.37184740529583,0
15.28842314506312,58.37166228980568,0 15.2885210091934,58.37144135402783,0 15.28856595376105,58.37112699565878,0
15.28859692171108,58.37087096660031,0 15.28859904380947,58.37065031500057,0 15.28869666790788,58.37041003870254,0
15.28882225243603,58.37025375947504,0 15.28883636200872,58.37008661682589,0 15.28853924125472,58.36988375500699,0
15.28810105497291,58.36967778302952,0 15.28756645350209,58.36945449375472,0 15.28705964840984,58.3692834075531,0 
15.2864118959326,58.36912219868215,0 15.28569219789386,58.36893942849056,0 15.2847057329601,58.36869605170997,0 
15.28348435281791,58.36837960506064,0 15.28274408546448,58.36819365895359,0 15.2821685070062,58.36804635674369,0 
15.28122577848769,58.36779978646982,0 15.28032104739589,58.36756806765811,0 15.27934372504782,58.36732087617606,0 
15.27856796555765,58.3671026965246,0 15.27826207587083,58.36700918439803,0 15.27797575261893,58.36691543013134,0 
15.27781758323721,58.36686460296838,0 15.27766889749282,58.36686163793687,0 15.27754929904173,58.36690114575892,0 
15.27740878145519,58.36689375097897,0 15.27714796962807,58.3668052699249,0 15.27642209573658,58.36656414806715,0 
15.2760566885172,58.366428173991,0 15.27552698961907,58.36627587718171,0 15.27495086861751,58.36614204906004,0 
15.27435257159133,58.36615950362599,0 15.27392803221034,58.36632604820738,0 15.27379315493886,58.3666038180525,0 
15.27385016114784,58.36679251366862,0 15.27414523849683,58.36705850951011,0 15.2745741658314,58.36731172260065,0 
15.27507578900438,58.36751520059531,0 15.27547932789227,58.36766414590434,0 15.27593804948832,58.36783540858435,0 
15.27638897451387,58.36798770709555,0 15.27679793107497,58.36812956872302,0 15.27724831838338,58.36826478444714,0 
15.27760764576463,58.36838437980212,0 15.27802017298481,58.36854745909881,0 15.27831721815707,58.36870842824545,0 
15.27853742940123,58.36890932558212,0 15.27868107018474,58.36914771597278,0 15.27869130411086,58.36941994160161,0 
15.2786810018297,58.36970589256039,0 15.2786519004926,58.37001146327515,0 15.27866404607364,58.37027826105463,0 
15.27873611316176,58.3703508056516,0 15.27897636646944,58.37038836267949,0 15.27944368272749,58.37036487787037,0 
15.27987319559015,58.37021638255408,0 15.28017863086324,58.37002370151552,0 15.28032551493721,58.36973067480479,0 
15.2803003990531,58.36943670736186,0 15.28023354741569,58.36908058344954,0 15.28012895088709,58.36880587890635,0 
15.28006587685331,58.36865275404936,0 15.28005436336239,58.36851594186062,0 15.28013018444061,58.36839270021031,0 
15.28034998456491,58.36832043429194,0 15.28062092546263,58.36831015897376,0 15.28095572869713,58.36836860608919,0 
15.28138939321782,58.36847849718443,0 15.28191409902486,58.36863497921806,0 15.28237645431582,58.36876169446666,0 
15.28289100569604,58.36890497645103,0 15.2837082414322,58.36910060744391,0 15.28434590725747,58.3692534845128,0 
15.28499029635387,58.36941474932696,0 15.2856392407547,58.36959292676687,0
